id,count
0,79.19458
1,197.95099
2,70.54409
4,87.49096
5,107.11115
10,116.05051
11,128.3591
12,181.00455
15,58.733574
17,34.23085
18,192.59421
23,182.5125
25,144.09123
26,63.617176
31,175.76143
39,159.11412
40,42.968987
41,133.49564
42,
43,155.59096
51,185.64738
52,54.168167
54,70.82032
60,142.65167
61,160.28575
62,127.382645
63,37.756523
65,122.60493
66,109.200226
68,156.94946
71,39.188026
80,72.19717
82,
94,158.87085
98,182.00183
101,69.05759
102,151.17223
107,105.64851
112,189.28566
113,63.0831
115,
116,141.19804
120,79.33673
121,64.1369
122,196.1721
132,156.09306
143,49.605354
147,
150,57.608
151,53.443146
152,181.80774
153,70.143295
155,67.55016
156,113.67322
159,168.35164
161,76.55112
163,68.42404
177,153.28413
186,69.22178
188,58.811115
190,70.814606
191,83.527504
192,156.55641
195,188.2511
200,162.79536
209,185.11969
210,55.344208
211,197.04245
214,157.26425
215,71.75219
218,129.4422
219,34.66693
222,88.82193
225,51.098198
228,196.22635
236,180.761
241,67.57028
242,159.62387
243,191.29883
245,60.05974
247,191.94826
251,162.95567
252,73.850395
253,51.741905
254,66.88308
258,184.92766
260,
261,154.3734
265,53.14965
266,180.28397
267,172.9955
269,148.2616
270,
275,127.41397
278,64.181366
279,41.577812
286,90.53786
287,54.189713
288,182.48723
289,163.2026
293,71.52966
294,159.2489
297,
302,93.78402
303,61.364426
304,112.88794
307,119.31754
309,52.987946
311,174.14384
312,131.38005
314,179.19807
315,186.32222
319,174.19989
322,135.82419
323,
325,161.58719
327,181.99864
330,49.94807
332,171.73024
333,66.88318
338,136.13393
341,71.732445
345,138.70897
348,149.69681
349,78.19913
350,107.700325
352,
355,41.14054
356,
358,
363,149.53392
369,166.0925
371,60.020977
372,167.90706
375,191.2557
380,160.2849
388,69.02143
391,
392,161.24104
393,188.1565
394,77.258125
396,51.040913
401,51.97643
407,36.739563
409,67.75087
410,113.23425
416,105.639336
418,107.27361
420,165.31645
421,177.3365
422,164.403
424,195.02124
428,169.1553
429,182.63257
431,152.85985
435,16.773157
439,97.1751
441,46.65434
447,57.769844
449,166.71483
451,176.64404
452,67.292435
454,161.13176
458,182.81493
463,153.16222
467,60.07357
470,125.33652
471,137.03215
474,184.35274
478,76.93398
483,92.648125
484,142.37231
485,64.208275
486,147.5032
491,108.59928
494,91.66108
495,169.46922
497,165.37126
499,182.36638
515,123.834045
518,170.59839
521,89.11946
525,
529,176.29172
532,147.94327
534,49.747044
540,61.977047
544,192.29887
547,161.69716
549,77.160484
563,46.851803
564,174.52017
567,95.76372
572,137.49492
577,153.56165
578,192.54749
585,183.03189
588,172.66808
589,149.74747
590,119.228615
592,66.67094
594,127.988625
596,61.322002
598,181.3108
599,155.32492
605,71.032455
606,134.5671
607,172.85655
608,176.08223
609,
610,176.70297
611,89.04129
614,
615,159.11194
616,176.9635
617,139.51897
618,168.50652
624,99.9594
629,161.9938
631,78.682144
633,76.70967
637,64.16796
638,127.13007
643,
644,161.96727
645,52.40436
646,159.59758
648,148.49062
650,65.43689
651,86.54845
652,199.62051
656,148.15948
657,80.40431
659,67.09419
660,152.03922
662,126.724884
665,185.9455
675,
681,152.08342
682,163.7365
685,57.688644
686,175.36752
689,59.44243
696,142.8419
703,167.64688
704,107.42542
705,147.7897
714,169.03854
717,65.696434
718,68.64403
720,69.9234
721,190.07118
723,176.1882
726,82.25282
728,159.01883
730,89.20746
731,67.603386
734,194.76791
737,45.371284
738,66.43996
745,177.1166
746,63.427563
749,166.25555
752,56.525444
753,71.61687
758,168.78178
765,75.73415
766,177.17116
768,54.54784
769,174.28297
774,158.29695
775,108.22436
781,
784,181.66356
794,87.261
795,194.18053
796,56.285233
802,127.54327
803,93.054344
805,53.743717
806,189.85611
807,114.23292
809,48.063736
810,175.30656
812,78.50894
814,97.01376
818,173.79007
819,183.40474
825,-2.4573338
836,84.01852
839,145.88774
847,188.63306
848,76.53618
851,156.08405
852,149.50931
853,46.162544
857,162.14616
858,78.35304
859,174.15224
861,6.6045837
867,129.14423
870,160.4095
871,186.33989
872,190.29727
874,194.96432
881,184.2294
886,147.24973
890,
895,153.80875
899,58.72356
900,181.32216
901,189.52083
902,173.71777
903,73.487434
913,193.14235
918,190.78075
923,151.88037
924,55.36636
926,50.1226
927,68.51994
930,159.7248
934,42.9373
937,158.6126
939,132.95438
941,81.437805
942,195.89139
946,177.76404
950,113.12175
953,71.268875
959,52.169857
961,40.349945
962,77.20401
964,101.06014
969,156.8413
971,141.61955
976,60.172375
978,174.46791
980,182.79834
981,153.4754
990,190.08536
993,58.109867
996,66.772514
998,191.29442
999,169.044
1006,138.53435
1008,67.285034
1013,72.03445
1015,106.99008
1016,144.1301
1022,186.9624
1026,168.41212
1028,185.81665
1031,37.588604
1034,
1037,175.99934
1040,
1042,64.48484
1046,88.13421
1048,106.27642
1049,134.73572
1050,
1051,174.42284
1052,179.80295
1055,89.16672
1060,149.49635
1064,85.05876
1066,60.79967
1071,143.8358
1073,63.937458
1089,167.0533
1091,115.46933
1092,60.112453
1093,185.17216
1096,182.33252
1097,164.91252
1098,53.376247
1099,63.96385
1102,184.83246
1107,77.16991
1109,72.39928
1111,53.215874
1112,126.8798
1114,202.69531
1116,185.18481
1117,147.18958
1118,70.07324
1122,
1124,158.99551
1127,90.31662
1133,176.89258
1134,54.947136
1135,147.74615
1139,183.85185
1143,
1150,84.23303
1151,118.98479
1153,186.24043
1155,58.86447
1162,59.19052
1163,164.23586
1166,11.797404
1171,64.6128
1172,51.07352
1173,187.1846
1174,84.65417
1177,105.315506
1178,112.36403
1184,82.43727
1185,123.76273
1186,85.212105
1187,175.40242
1188,192.81572
1191,154.49397
1207,116.40652
1213,75.99532
1215,150.46834
1223,178.52374
1227,129.70549
1236,
1237,
1238,86.97314
1241,47.55472
1248,68.60965
1250,56.6355
1251,166.68712
1253,93.89976
1255,116.504585
1257,180.232
1261,99.94442
1262,184.69717
1265,144.40485
1273,192.17532
1277,174.49548
1278,122.96266
1280,86.350105
1284,147.02548
1285,197.55612
1288,81.006454
1295,120.51067
1297,200.83737
1299,186.51106
1304,162.22292
1308,59.81876
1310,112.27797
1311,134.42097
1314,78.31514
1315,116.638756
1318,23.869753
1320,199.43872
1321,183.068
1322,162.60385
1330,144.45
1333,177.18674
1334,151.80583
1341,157.98422
1344,143.26071
1351,169.37703
1354,72.35685
1356,
1363,130.33192
1365,171.0391
1369,142.75874
1373,95.75875
1375,129.36655
1377,45.009262
1379,168.54214
1380,182.7979
1381,98.53531
1384,153.30284
1390,171.09727
1393,180.6797
1395,
1399,179.88243
1400,84.49039
1401,98.43874
1404,168.89319
1408,61.378937
1409,25.273195
1413,162.14932
1416,175.78569
1418,104.827965
1423,75.08992
1424,50.166348
1425,53.35658
1433,188.37604
1434,150.64714
1436,185.37962
1442,175.90953
1444,49.498554
1445,156.1928
1452,168.66771
1455,176.90167
1462,
1467,30.873674
1472,69.911865
1475,96.37043
1493,131.07547
1501,170.63693
1503,182.24507
1504,186.40944
1505,46.853104
1511,181.72437
1512,
1513,136.79153
1514,86.95331
1528,178.13617
1533,195.21434
