id,count
0,79.79861
1,198.24039
2,80.94313
4,85.88117
5,122.5769
10,118.73242
11,137.79008
12,180.89223
15,57.45305
17,44.509483
18,199.93709
23,190.61385
25,143.4149
26,60.69776
31,189.35466
39,158.52344
40,40.801575
41,150.5479
42,
43,162.68336
51,188.65309
52,56.06938
54,71.53812
60,147.59457
61,161.17575
62,131.86772
63,36.40021
65,125.958015
66,113.24973
68,158.7776
71,37.09903
80,67.735634
82,
94,162.26729
98,187.91917
101,65.12924
102,157.97966
107,124.06195
112,188.21324
113,62.01297
115,
116,145.44551
120,86.849205
121,66.5042
122,201.43983
132,168.17966
143,57.999588
147,
150,52.087288
151,48.41526
152,186.84508
153,69.327614
155,66.907684
156,132.81432
159,174.27657
161,84.543755
163,70.33488
177,159.42476
186,68.123695
188,63.080414
190,76.47888
191,85.33901
192,158.91689
195,192.42607
200,174.70511
209,191.22185
210,53.12993
211,194.90944
214,165.80089
215,68.65437
218,128.2708
219,32.61877
222,94.471085
225,50.696297
228,203.85402
236,184.85323
241,73.967026
242,164.48586
243,195.88857
245,64.462006
247,202.02885
251,166.22032
252,80.09794
253,44.148556
254,68.25756
258,189.09401
260,
261,155.06413
265,53.967045
266,190.1957
267,174.54369
269,156.22772
270,
275,128.55432
278,64.37524
279,36.01619
286,95.62557
287,58.859802
288,193.31165
289,173.74594
293,75.46958
294,157.55814
297,
302,92.17273
303,58.616287
304,128.81429
307,122.95678
309,51.999496
311,177.17307
312,149.60478
314,182.90536
315,190.88979
319,185.88205
322,140.0011
323,
325,158.98471
327,194.3261
330,48.68803
332,178.40071
333,71.35264
338,137.94156
341,70.62955
345,154.64539
348,159.97359
349,78.92936
350,113.96277
352,
355,39.36216
356,
358,
363,154.99258
369,168.09238
371,55.109886
372,168.09425
375,200.06075
380,158.98885
388,70.00573
391,
392,166.29031
393,193.2296
394,78.21427
396,53.10859
401,52.15786
407,35.153725
409,68.212
410,115.64745
416,109.262276
418,112.24811
420,169.32463
421,178.03578
422,167.60005
424,201.73125
428,170.29985
429,181.9962
431,160.92302
435,23.373608
439,104.60995
441,52.150833
447,53.901524
449,167.91249
451,175.9801
452,68.07382
454,161.52858
458,180.9202
463,156.50053
467,55.574207
470,140.28833
471,145.33977
474,192.47716
478,75.872
483,92.89062
484,141.43143
485,63.731934
486,149.05882
491,107.835144
494,89.29733
495,174.93767
497,173.55124
499,182.18039
515,125.93031
518,179.6846
521,95.04197
525,
529,180.96375
532,153.84535
534,48.17247
