Id,SalePrice
1461,86205.53
1462,165187.7
1463,162971.64
1464,191412.4
1465,164315.03
1466,172411.9
1467,172371.69
1468,162979.58
1469,183414.52
1470,116853.41
1471,194992.77
1472,82543.94
1473,76843.31
1474,144421.97
1475,80717.664
1476,317912.44
1477,223601.05
1478,299175.3
1479,281956.12
1480,410780.25
1481,285789.84
1482,197796.53
1483,166383.34
1484,148402.31
1485,202682.7
1486,200942.05
1487,279916.6
1488,230360.98
1489,181051.11
1490,239315.14
1491,199118.77
1492,75507.016
1493,212330.34
1494,267550.12
1495,253855.1
1496,230133.88
1497,146362.11
1498,152799.47
1499,153832.16
1500,160622.31
1501,200997.97
1502,147054.94
1503,275342.03
1504,235753.31
1505,226515.02
1506,178443.06
1507,232162.78
1508,192025.77
1509,128312.63
1510,138913.69
1511,153300.94
1512,156994.52
1513,114590.62
1514,156895.39
1515,182166.86
1516,157307.5
1517,158772.98
1518,107559.695
1519,212294.27
1520,107777.9
1521,104300.65
1522,173497.55
1523,74195.375
1524,99291.48
1525,78211.766
1526,65895.55
1527,96534.555
1528,127660.2
1529,118365.3
1530,215435.17
1531,168475.5
1532,156895.39
1533,155887.7
1534,125812.0
1535,155870.36
1536,96356.71
1537,75786.25
1538,134645.84
1539,192137.62
1540,156895.39
1541,136021.86
1542,108563.2
1543,152428.77
1544,58302.22
1545,72584.766
1546,139371.1
1547,143750.75
1548,97357.79
1549,110068.37
1550,121178.33
1551,131234.42
1552,137858.3
1553,156895.39
1554,84441.86
1555,145487.94
1556,48246.883
1557,156895.39
1558,90034.49
1559,156895.39
1560,131208.77
1561,156895.39
1562,141545.77
1563,119515.21
1564,160364.62
1565,138413.83
1566,229900.42
1567,80224.32
1568,241149.4
1569,152055.66
1570,129241.15
1571,82096.18
1572,128021.65
1573,211666.66
1574,103581.37
1575,218316.61
1576,272328.12
1577,170298.89
1578,141986.12
1579,112646.87
1580,177735.61
1581,141977.73
1582,110499.26
1583,276535.25
1584,214425.34
1585,145250.73
1586,42726.42
1587,74531.984
1588,131309.98
1589,84044.17
1590,126928.0
1591,156895.39
1592,127609.07
1593,131317.27
1594,156895.39
1595,156895.39
1596,195807.89
1597,153245.62
1598,174595.61
1599,167346.0
1600,163055.9
1601,27766.24
1602,93168.875
1603,77832.21
1604,262410.2
1605,233650.4
1606,158590.17
1607,138568.77
1608,239948.3
1609,175667.4
1610,153072.34
1611,135957.78
1612,173735.7
1613,174299.28
1614,141092.17
1615,156895.39
1616,156895.39
1617,61928.727
1618,99128.84
1619,137070.77
1620,160958.69
1621,117395.44
1622,155864.52
1623,250280.33
1624,228288.48
1625,94614.6
1626,191248.19
1627,186817.88
1628,256250.36
1629,160054.55
1630,270849.38
1631,192092.48
1632,196776.61
1633,174495.0
1634,188033.89
1635,185224.72
1636,151472.31
1637,189314.77
1638,183268.25
1639,166808.72
1640,223101.55
1641,167606.08
1642,250337.86
1643,203653.19
1644,221755.44
1645,226537.9
1646,165912.77
1647,152331.7
1648,106427.94
1649,127525.29
1650,99494.086
1651,112920.11
1652,92441.28
1653,84614.125
1654,145549.23
1655,141460.28
1656,132416.78
1657,147169.67
1658,148444.36
1659,92020.31
1660,168186.7
1661,399434.66
1662,310515.8
1663,347162.4
1664,400578.38
1665,301773.44
1666,301699.97
1667,325711.1
1668,334203.7
1669,289239.53
1670,334354.72
1671,269795.1
1672,357577.56
1673,272279.44
1674,242940.92
1675,201583.4
1676,206018.66
1677,208587.31
1678,385775.53
1679,334666.56
1680,298314.62
1681,261862.6
1682,295636.66
1683,178030.95
1684,190499.39
1685,191900.89
1686,164663.92
1687,181529.52
1688,202457.3
1689,200679.67
1690,211245.45
1691,200994.55
1692,156895.39
1693,164869.53
1694,179315.53
1695,150593.0
1696,261075.16
1697,150289.23
1698,291947.7
1699,306928.78
1700,246636.16
1701,251578.61
1702,231565.28
1703,244148.22
1704,266600.4
1705,264431.84
1706,359894.78
1707,156895.39
1708,199340.77
1709,254760.47
1710,216751.02
1711,285929.62
1712,244903.31
1713,265397.12
1714,201695.56
1715,198541.1
1716,176563.98
1717,187994.8
1718,156895.39
1719,204368.73
1720,233412.05
1721,173392.44
1722,156895.39
1723,168832.55
1724,197934.16
1725,234720.73
1726,186018.28
1727,140070.75
1728,191397.55
1729,150130.03
1730,138830.75
1731,120364.51
1732,135681.86
1733,94001.07
1734,94912.65
1735,133188.34
1736,89849.94
1737,288432.97
1738,214152.78
1739,230058.77
1740,197271.42
1741,190659.58
1742,173085.75
1743,189246.97
1744,315571.75
1745,192186.9
1746,182993.14
1747,201327.03
1748,205021.16
1749,174852.28
1750,105835.32
1751,246048.9
1752,84511.89
