Id,SalePrice
1461,109895.75
1462,219149.98
1463,172133.95
1464,188147.1
1465,173542.34
1466,170169.36
1467,183845.36
1468,170197.67
1469,179668.31
1470,121183.56
1471,184223.03
1472,108780.914
1473,96177.61
1474,149977.05
1475,103511.195
1476,366174.88
1477,242329.61
1478,328985.3
1479,316685.56
1480,452112.53
1481,289950.62
1482,199276.33
1483,169094.31
1484,168154.64
1485,193826.7
1486,197812.36
1487,292940.5
1488,234313.42
1489,173232.16
1490,232839.9
1491,208054.89
1492,88191.7
1493,202381.94
1494,275603.44
1495,263394.6
1496,252571.75
1497,163239.53
1498,163123.77
1499,157897.98
1500,158237.36
1501,199674.62
1502,160089.8
1503,279255.53
1504,227921.84
1505,202776.31
1506,176113.47
1507,233548.33
1508,222023.72
1509,150032.0
1510,137702.6
1511,147445.83
1512,176315.69
1513,142809.45
1514,0.0
1515,186010.42
1516,165856.53
1517,164079.16
1518,116146.9
1519,209183.0
1520,124565.87
1521,118268.98
1522,179857.23
1523,102108.7
1524,125629.0
1525,94975.914
1526,89804.12
1527,107018.2
1528,143141.66
1529,134500.62
1530,186994.03
1531,164293.56
1532,0.0
1533,154382.3
1534,143773.78
1535,154416.95
1536,102046.3
1537,64772.477
1538,136311.02
1539,220275.69
1540,0.0
1541,145198.22
1542,133256.89
1543,159133.08
1544,86431.555
1545,107418.555
1546,155529.5
1547,140652.86
1548,127269.95
1549,122428.85
1550,145390.34
1551,131246.53
1552,142143.83
1553,0.0
1554,124333.27
1555,152026.73
1556,82933.3
1557,0.0
1558,120008.61
1559,0.0
1560,149527.84
1561,0.0
1562,133978.16
1563,111397.62
1564,156245.05
1565,142832.31
1566,221623.78
1567,89101.52
1568,250918.6
1569,160928.22
1570,142846.48
1571,108242.62
1572,140238.61
1573,215652.53
1574,122791.36
1575,210601.89
1576,308854.34
1577,178218.28
1578,164585.44
1579,114798.09
1580,192377.12
1581,143707.97
1582,127903.586
1583,274970.97
1584,210122.98
1585,155884.16
1586,72528.84
1587,106866.836
1588,131341.25
1589,111363.36
1590,120804.53
1591,0.0
1592,128570.89
1593,135119.47
1594,0.0
1595,0.0
1596,204809.42
1597,171943.08
1598,184366.45
1599,176876.73
1600,174437.39
1601,97858.01
1602,125911.945
1603,76859.84
1604,287852.56
1605,242670.5
1606,160034.64
1607,157361.34
1608,244438.5
1609,180837.77
1610,157509.9
1611,127459.93
1612,184539.3
1613,160996.94
1614,145407.08
1615,0.0
1616,0.0
1617,86862.95
1618,120414.586
1619,148778.56
1620,170604.23
1621,130253.7
1622,157454.94
1623,275362.03
1624,204906.61
1625,111249.945
1626,175634.22
1627,182922.4
1628,286289.38
1629,169007.9
1630,307733.3
1631,191218.38
1632,203823.58
1633,178610.72
1634,182486.62
1635,188190.81
1636,154811.95
1637,189896.39
1638,192463.75
1639,167271.05
1640,245795.25
1641,174873.45
1642,262672.7
1643,207327.72
1644,218301.12
1645,223263.08
1646,173134.1
1647,157095.22
1648,134307.02
1649,143622.52
1650,108553.63
1651,118893.99
1652,108542.27
1653,106711.73
1654,147324.53
1655,150301.03
1656,146231.42
1657,154482.48
1658,155801.69
1659,111588.51
1660,161995.78
1661,447403.4
1662,355449.44
1663,379886.88
1664,442241.22
1665,328151.25
1666,323940.25
1667,365954.78
1668,373997.38
1669,340411.3
1670,369725.25
1671,248606.0
1672,410136.3
1673,307791.84
1674,246393.56
1675,198378.58
1676,197188.34
1677,198669.62
1678,438358.47
1679,383809.44
1680,315238.03
1681,278804.38
1682,304965.34
1683,174126.1
1684,188241.3
1685,194279.77
1686,172023.89
1687,179983.23
1688,196450.16
1689,200989.19
1690,207504.4
1691,200629.75
1692,0.0
1693,180534.78
1694,186221.16
1695,166705.7
1696,269118.6
1697,167289.33
1698,312291.5
1699,302535.6
1700,223564.23
1701,252332.17
1702,243639.81
1703,251622.03
1704,284322.03
1705,278062.2
1706,401375.53
1707,0.0
1708,182871.27
1709,272389.97
1710,207009.98
1711,294817.66
1712,232076.48
1713,273858.78
1714,196427.23
1715,201905.11
1716,162006.23
1717,168712.55
1718,0.0
1719,220259.28
1720,252619.64
1721,160141.95
1722,0.0
1723,162764.7
1724,203858.44
1725,245054.69
1726,180505.83
1727,150982.8
1728,190397.92
1729,164208.8
1730,156071.27
1731,123231.86
1732,123700.42
1733,109137.5
1734,118314.09
1735,147915.0
1736,114757.836
1737,302482.53
1738,244763.17
1739,241737.78
1740,191163.34
1741,182280.62
1742,170976.22
1743,176048.05
1744,342775.0
1745,183291.84
1746,196226.77
1747,209472.06
1748,210947.92
1749,168780.84
1750,122115.2
1751,246011.25
1752,115746.95
1753,140495.89
1754,206292.28
1755,172931.38
1756,135122.25
1757,107366.42
