Id,SalePrice
1461,114156.5
1462,171136.28
1463,175671.97
1464,185014.66
1465,169890.69
1466,173638.44
1467,165799.08
1468,158583.03
1469,182720.8
1470,115537.18
1471,195172.39
1472,97757.125
1473,95415.555
1474,150882.44
1475,107029.664
1476,348394.3
1477,237967.73
1478,292914.78
1479,286049.2
1480,435674.2
1481,283583.56
1482,194809.58
1483,182353.16
1484,157434.48
1485,177409.84
1486,194843.9
1487,300887.1
1488,224054.31
1489,181418.23
1490,234760.45
1491,198069.98
1492,97593.88
1493,186399.1
1494,266400.0
1495,262517.97
1496,253218.94
1497,170269.19
1498,157472.61
1499,154864.27
1500,150900.66
1501,192070.05
1502,152801.92
1503,265282.16
1504,226288.22
1505,210314.25
1506,184404.84
1507,242767.97
1508,201302.77
1509,148234.98
1510,144979.28
1511,153719.5
1512,168907.16
1513,136365.61
1514,88969.86
1515,200869.28
1516,174504.03
1517,136350.45
1518,120662.59
1519,206854.95
1520,121864.09
1521,135238.19
1522,175779.16
1523,100738.08
1524,118845.76
1525,108962.26
1526,100276.13
1527,104073.17
1528,137822.88
1529,145286.92
1530,166819.78
1531,137021.23
1532,95197.86
1533,138391.73
1534,146181.2
1535,165607.6
1536,109223.68
1537,55569.84
1538,166532.78
1539,221124.0
1540,96673.81
1541,152516.08
1542,154993.94
1543,188222.44
1544,78670.05
1545,101466.016
1546,135687.73
1547,139824.34
1548,128625.875
1549,120358.66
1550,132342.28
1551,126866.07
1552,139236.08
1553,99020.21
1554,113157.65
1555,166135.44
1556,63981.1
1557,99529.0
1558,99184.09
1559,99683.19
1560,135676.75
1561,100165.734
1562,131459.47
1563,116320.84
1564,169008.14
1565,145476.7
1566,231251.27
1567,81333.336
1568,222427.77
1569,132289.48
1570,134238.02
1571,112865.23
1572,147186.97
1573,240311.8
1574,113251.48
1575,200331.1
1576,272657.84
1577,175759.5
1578,163657.66
1579,124491.08
1580,183061.38
1581,149087.53
1582,115391.0
1583,289951.34
1584,218067.44
1585,145668.42
1586,65397.008
1587,101665.086
1588,139913.62
1589,101524.84
1590,121252.695
1591,104286.195
1592,136581.23
1593,118772.766
1594,104595.3
1595,104693.95
1596,208901.03
1597,165732.58
1598,181268.14
1599,165676.23
1600,157869.84
1601,63345.16
1602,108471.484
1603,106705.61
1604,250123.25
1605,230840.02
1606,153942.81
1607,156570.9
1608,218037.45
1609,177520.62
1610,147297.12
1611,138223.8
1612,179264.11
1613,158500.55
1614,114568.31
1615,107554.01
1616,107560.86
1617,86643.305
1618,117723.516
1619,138408.58
1620,142812.52
1621,135551.34
1622,132576.81
1623,241659.11
1624,213094.1
1625,118529.195
1626,175818.52
1627,190032.0
1628,269839.4
1629,154481.94
1630,335968.62
1631,192642.4
1632,215879.98
1633,167627.06
1634,177666.97
1635,176963.83
1636,150745.45
1637,176731.94
1638,190970.38
1639,174724.83
1640,248015.23
1641,181281.67
1642,235172.72
1643,214229.83
1644,220864.2
1645,200934.69
1646,164840.78
1647,158421.11
1648,128767.39
1649,135205.12
1650,102032.23
1651,115701.8
1652,96566.77
1653,99683.19
1654,142982.58
1655,130961.99
1656,140664.64
1657,138349.2
1658,148865.95
1659,103110.5
1660,135429.77
1661,433851.3
1662,332094.25
1663,369414.25
1664,459012.6
1665,305903.72
1666,321601.34
1667,358527.06
1668,341453.12
1669,306305.97
1670,358889.28
1671,262952.97
1672,405559.28
1673,283232.16
1674,235295.08
1675,198527.03
1676,199200.45
1677,203293.78
1678,437572.12
1679,378404.22
1680,311277.16
1681,266009.62
1682,295400.44
1683,178416.03
1684,177866.86
1685,181878.5
1686,160332.58
1687,169921.95
1688,188792.55
1689,191078.9
1690,193854.22
1691,185452.36
1692,116320.84
1693,169482.31
1694,175565.17
1695,158367.55
1696,259857.6
1697,161035.55
1698,309903.88
1699,307850.88
1700,229377.4
1701,246702.02
1702,237361.17
1703,233422.9
1704,274809.38
1705,251849.47
1706,411593.22
1707,118483.76
1708,196674.25
1709,262198.5
1710,210258.5
1711,273251.1
1712,248908.9
1713,273944.3
1714,205966.14
1715,197439.17
1716,179890.97
1717,162942.83
1718,119484.36
1719,217927.27
1720,252566.12
1721,166167.94
1722,119744.6
1723,159860.52
1724,201214.56
1725,232056.56
1726,176227.95
1727,156634.67
1728,175978.34
1729,163697.06
1730,142125.53
1731,115074.83
1732,126865.86
1733,112185.69
1734,116998.234
1735,139709.1
1736,99429.37
1737,304659.78
1738,225554.6
1739,261427.7
1740,211267.66
1741,191798.78
1742,169767.42
1743,176084.58
1744,346614.8
1745,205357.38
1746,186793.14
1747,220592.22
1748,217820.2
1749,135394.27
1750,130127.195
1751,251322.08
1752,105836.45
1753,148293.02
1754,184359.45
1755,178254.14
1756,126905.91
1757,114138.43
1758,143984.05
1759,152941.17
1760,159810.84
1761,156818.31
1762,177097.83
1763,170398.77
1764,102551.96
1765,170404.1
1766,181460.6
1767,212876.75
1768,137933.98
1769,165172.48
1770,162494.58
1771,100165.734
1772,123713.98
1773,112887.09
1774,136723.77
1775,133671.17
1776,117519.98
1777,113264.89
1778,155797.16
1779,110080.125
1780,173552.73
1781,116234.125
1782,74550.64
1783,148920.64
1784,118087.38
1785,112514.2
1786,149350.78
1787,190497.9
1788,125877.73
1789,101627.24
1790,73751.06
1791,206328.9
1792,146498.94
1793,132077.05
1794,164998.33
1795,139736.81
1796,123253.48
1797,121238.19
1798,112217.805
1799,97582.664
1800,107278.94
1801,126974.43
1802,143029.62
1803,151569.23
1804,144880.33
1805,137038.34
1806,127483.7
1807,127375.05
1808,135668.83
1809,126995.58
1810,123006.586
1811,127333.32
1812,127353.61
1813,126186.05
1814,96859.086
1815,57478.258
1816,111065.28
1817,126295.13
1818,191124.81
1819,136927.08
1820,127725.99
1821,123485.914
1822,156476.45
1823,127967.03
1824,115031.77
1825,130305.086
1826,104693.95
1827,98049.33
1828,124430.695
1829,137240.81
1830,139237.47
1831,139117.8
1832,128966.32
1833,133270.31
1834,135256.0
1835,129132.625
1836,120705.37
1837,129557.7
1838,122363.766
1839,123850.945
1840,130034.016
1841,106847.31
1842,80861.77
1843,135908.22
1844,123792.164
1845,135276.23
1846,143375.05
1847,149045.3
1848,130938.555
1849,90453.945
1850,109150.51
1851,152879.97
1852,111010.92
1853,129067.234
1854,166146.17
1855,139585.95
1856,218889.98
1857,164151.38
1858,118483.76
1859,89517.016
1860,147367.08
1861,93645.14
1862,287011.44
1863,285712.28
1864,285741.8
1865,340054.0
1866,324210.88
1867,215800.78
1868,295651.47
1869,201252.61
1870,224275.27
1871,241255.03
1872,179795.42
1873,212269.98
1874,126995.58
1875,178463.5
1876,182877.95
1877,201312.23
1878,184863.97
1879,114878.016
1880,124478.195
1881,251035.92
1882,233073.27
1883,134212.83
1884,199330.97
1885,234492.64
1886,270360.88
1887,204637.83
1888,251169.69
1889,170148.28
1890,104536.39
1891,129796.484
1892,83712.98
1893,109000.055
1894,135256.0
1895,137257.56
1896,124449.76
1897,119127.45
1898,113954.62
1899,156033.75
1900,127725.99
1901,143937.81
1902,120937.88
1903,182660.08
1904,119744.6
1905,170238.92
1906,148686.58
1907,200021.36
1908,103432.21
1909,136731.48
1910,124413.76
1911,149749.39
1912,277219.06
1913,161560.34
1914,66729.336
1915,283419.6
1916,65563.96
1917,241995.92
1918,133762.12
1919,165588.95
1920,148773.86
1921,383352.78
1922,337047.2
1923,170574.3
1924,214677.8
1925,224988.28
1926,382458.8
1927,131490.84
1928,162588.0
1929,115232.445
1930,104711.96
1931,132734.67
1932,131954.72
1933,169852.12
1934,177879.25
1935,163451.31
1936,184035.38
1937,174983.81
1938,167180.47
1939,233193.31
1940,167365.48
1941,174714.1
1942,173851.3
1943,176483.48
1944,334155.53
1945,360404.53
1946,128150.04
1947,276329.06
1948,185853.44
1949,236676.83
1950,182622.23
1951,280113.62
1952,229267.12
1953,191539.48
1954,177993.86
1955,128840.62
1956,363823.03
1957,146253.89
1958,277610.2
1959,131726.3
1960,103111.94
1961,116922.586
1962,96543.28
1963,112392.836
1964,104582.98
1965,143687.6
1966,135502.11
1967,281533.12
1968,390915.6
1969,365599.84
1970,372989.75
1971,411673.0
1972,359259.88
1973,281406.6
1974,317251.56
1975,474968.28
1976,280493.53
1977,353996.88
1978,330112.06
1979,302737.25
1980,190737.56
1981,342059.47
1982,205971.72
1983,190528.05
1984,173220.98
1985,207843.33
1986,210806.98
1987,173606.27
1988,177901.61
1989,193293.05
1990,210541.58
1991,205370.67
1992,224211.53
1993,143242.14
1994,231887.25
1995,176752.19
1996,272652.25
1997,312134.44
1998,305388.3
1999,277587.8
2000,311132.97
2001,293909.34
2002,236171.53
2003,254098.8
2004,285645.28
2005,144018.33
2006,192599.97
2007,250016.55
2008,204795.86
2009,184708.19
2010,202251.98
2011,144553.81
2012,182351.22
2013,177521.39
2014,185816.8
2015,154735.31
2016,185932.44
2017,205099.78
2018,101965.234
2019,146060.2
2020,92649.8
2021,87823.586
2022,178502.55
2023,142047.92
2024,252851.62
2025,323283.4
2026,168714.27
2027,151782.66
2028,150486.4
2029,158986.03
2030,279430.16
2031,240204.56
2032,263618.9
2033,260755.6
2034,164871.31
2035,217716.88
2036,189951.56
2037,194838.34
2038,295008.97
2039,212174.22
2040,343489.53
2041,311430.56
2042,147458.61
2043,162415.83
2044,166143.56
2045,191752.34
2046,126046.88
2047,148442.95
2048,143720.36
2049,123214.06
2050,170662.61
2051,87466.19
2052,111339.73
2053,144553.81
2054,81112.28
2055,171414.88
2056,143561.45
2057,115691.57
2058,217761.97
2059,121608.58
2060,169140.36
2061,179254.78
2062,123426.945
2063,112875.945
2064,136318.88
2065,107560.86
2066,134568.03
2067,102425.375
2068,133771.4
2069,65059.418
2070,109911.91
2071,99296.6
2072,137506.05
2073,126914.02
2074,82135.38
2075,140220.4
2076,130034.016
2077,143242.14
2078,104887.17
2079,133969.5
2080,107838.0
2081,124828.93
2082,151647.89
2083,146773.45
2084,96675.01
2085,107554.01
2086,94930.586
2087,130904.9
2088,99651.94
2089,77397.83
2090,133341.3
2091,152617.94
2092,137828.27
2093,162067.38
2094,152941.17
2095,129218.97
2096,80086.95
2097,153312.75
2098,155694.64
2099,49014.68
2100,153569.7
2101,110555.99
2102,137560.69
2103,101737.945
2104,128431.86
2105,154282.84
2106,50191.5
2107,193705.5
2108,118386.414
2109,106582.484
2110,121794.35
2111,149094.55
2112,124132.24
2113,132027.73
2114,127522.81
2115,156937.89
2116,119217.54
2117,140305.02
2118,108620.27
2119,99529.0
2120,115417.88
2121,156458.73
2122,97617.32
2123,75336.61
2124,152977.58
2125,138491.45
2126,151120.17
2127,156767.55
2128,134824.34
2129,98683.73
2130,124438.51
2131,142571.05
2132,113054.914
2133,127333.32
2134,117885.36
2135,112077.83
2136,157472.61
2137,109395.68
2138,135966.97
2139,134525.97
2140,132577.39
2141,145147.12
2142,118556.734
2143,134779.9
2144,126710.75
2145,150085.8
2146,163115.19
2147,156259.72
2148,141710.95
2149,168910.1
2150,212836.08
2151,114105.94
2152,159248.58
2153,156803.2
2154,159810.84
2155,137589.81
2156,270674.0
2157,238665.69
2158,226930.8
2159,234955.67
2160,179870.25
2161,240261.4
2162,371855.7
2163,357775.47
2164,248297.6
2165,183188.55
2166,140399.22
2167,204382.84
2168,185803.48
2169,189481.75
2170,105217.85
2171,146176.14
2172,127450.12
2173,140626.55
2174,217147.3
2175,280663.62
2176,297464.6
2177,226356.4
2178,210502.06
2179,141402.88
2180,191619.2
2181,181259.2
2182,223798.14
2183,180809.42
2184,112747.945
2185,115162.49
2186,152561.89
2187,145431.31
2188,165086.67
2189,165086.67
2190,165172.48
2191,165320.08
2192,165588.95
2193,165607.6
2194,165665.39
2195,91806.28
2196,95748.31
2197,125488.94
2198,162771.98
2199,165320.08
2200,116998.29
2201,135605.48
2202,201853.02
2203,124566.93
2204,146872.06
2205,94681.45
2206,125128.31
2207,173057.89
2208,235133.75
2209,216071.81
2210,110352.77
2211,116234.875
2212,131927.58
2213,168714.27
2214,139554.42
2215,104595.3
2216,148210.47
2217,73252.53
2218,95669.55
2219,91121.29
2220,88969.86
2221,283913.97
2222,248160.77
2223,286835.6
2224,209153.83
2225,104286.195
2226,182572.28
2227,216884.92
2228,278371.03
2229,244915.7
2230,144085.55
2231,219711.02
2232,172007.33
2233,210528.05
2234,260346.78
2235,226464.05
2236,247600.86
2237,328071.16
2238,185776.36
2239,172055.64
2240,161602.8
2241,149132.36
2242,127475.34
2243,124571.95
2244,109300.36
2245,93901.11
2246,131730.92
2247,172641.9
2248,111059.64
2249,122811.234
2250,128293.82
2251,110849.03
2252,180676.19
2253,151167.86
2254,163583.77
2255,183949.67
2256,179804.77
2257,198127.16
2258,157169.55
2259,169324.67
2260,143013.64
2261,157780.27
2262,186461.42
2263,360415.38
2264,429688.38
2265,175019.2
2266,266684.2
2267,344431.7
2268,351502.53
2269,147071.23
2270,205803.73
2271,224704.55
2272,251948.84
2273,164844.47
2274,179138.14
2275,162298.45
2276,198687.06
2277,180201.1
2278,131116.48
2279,122527.62
2280,103702.66
2281,172633.56
2282,188570.53
2283,111563.48
2284,119441.15
2285,136120.1
2286,115020.94
2287,359187.03
2288,261492.78
2289,312762.4
2290,395438.97
2291,326956.84
2292,391954.62
2293,428526.0
2294,367310.1
2295,448630.44
2296,242643.1
2297,333935.6
2298,344698.06
2299,342790.25
2300,305822.62
2301,308716.34
2302,239369.86
2303,216727.12
2304,242158.27
2305,192514.97
2306,196715.08
2307,199965.38
2308,201835.98
2309,290834.75
2310,189835.02
2311,204250.9
2312,179870.25
2313,174606.58
2314,171769.92
2315,178466.22
2316,188451.98
2317,144520.08
2318,179608.38
2319,180929.05
2320,172540.45
2321,228326.08
2322,177676.11
2323,180425.06
2324,180355.62
2325,209848.05
2326,181460.6
2327,196460.58
2328,218466.08
2329,180407.38
2330,175125.36
2331,340088.88
2332,348879.44
2333,303047.94
2334,248875.16
2335,243555.52
2336,307336.75
2337,182203.88
2338,241770.02
2339,215633.22
2340,401998.03
2341,183061.38
2342,215529.7
2343,218155.34
2344,216448.98
2345,226914.62
2346,186160.3
2347,182586.02
2348,227060.44
2349,177332.58
2350,184522.77
2351,269845.94
2352,270756.3
2353,253218.23
2354,184946.6
2355,185014.66
2356,158770.86
2357,189998.66
2358,197227.69
2359,125900.87
2360,107960.766
2361,149256.58
2362,250869.4
2363,140801.95
2364,189053.98
2365,227297.02
2366,175867.62
2367,196931.02
2368,192784.53
2369,186793.14
2370,157864.9
2371,162674.12
2372,172461.12
2373,264324.28
2374,303855.12
2375,215158.08
2376,309060.38
2377,334992.72
2378,136015.66
2379,209127.28
2380,157043.95
2381,166835.34
2382,206803.84
2383,195751.23
2384,231520.2
2385,156458.73
2386,127967.03
2387,127177.805
2388,92798.43
2389,122906.836
2390,137161.66
2391,140760.45
2392,110610.11
2393,162850.88
2394,126828.78
2395,194216.36
2396,125877.73
2397,221054.73
2398,121298.625
2399,191763.67
2400,191798.78
2401,114043.79
2402,126660.61
2403,130919.09
2404,148234.61
2405,151199.42
2406,145181.03
2407,127926.55
2408,140816.95
2409,113494.93
2410,186899.92
2411,104816.22
2412,155488.42
2413,119484.36
2414,164483.33
2415,125537.27
