ID,Calories_Burned
TEST_0000,163.89935
TEST_0001,181.66568
TEST_0002,51.719448
TEST_0003,156.94955
TEST_0004,215.84111
TEST_0005,167.9482
TEST_0006,92.52161
TEST_0007,43.263805
TEST_0008,75.13872
TEST_0009,56.18576
TEST_0010,117.95692
TEST_0011,52.027107
TEST_0012,12.874571
TEST_0013,172.9668
TEST_0014,220.32948
TEST_0015,12.358749
TEST_0016,95.90399
TEST_0017,125.29395
TEST_0018,149.98065
TEST_0019,5.7070665
TEST_0020,49.773506
TEST_0021,88.149086
TEST_0022,26.362856
TEST_0023,81.71504
TEST_0024,18.31509
TEST_0025,130.29738
TEST_0026,98.40176
TEST_0027,179.99933
TEST_0028,114.77221
TEST_0029,93.45781
TEST_0030,24.123274
TEST_0031,228.0261
TEST_0032,52.95104
TEST_0033,46.49955
TEST_0034,127.78127
TEST_0035,109.95982
TEST_0036,36.2693
TEST_0037,124.818184
TEST_0038,11.062735
TEST_0039,121.27718
TEST_0040,192.65817
TEST_0041,158.38754
TEST_0042,140.77148
TEST_0043,55.527107
TEST_0044,64.573906
TEST_0045,51.67191
TEST_0046,75.45918
TEST_0047,189.04124
TEST_0048,134.49625
TEST_0049,119.33617
TEST_0050,10.837873
TEST_0051,103.89157
TEST_0052,152.39482
TEST_0053,91.27653
TEST_0054,65.61508
TEST_0055,86.96197
TEST_0056,157.04134
TEST_0057,17.173492
TEST_0058,29.297262
TEST_0059,91.99642
TEST_0060,37.551193
TEST_0061,104.594315
TEST_0062,84.98828
TEST_0063,48.80906
TEST_0064,33.825928
TEST_0065,128.66316
TEST_0066,220.82848
TEST_0067,118.23537
TEST_0068,95.92688
TEST_0069,41.958393
TEST_0070,120.813
TEST_0071,25.404943
TEST_0072,8.601478
TEST_0073,149.35637
TEST_0074,29.620602
TEST_0075,86.010605
TEST_0076,60.01952
TEST_0077,62.537056
TEST_0078,40.92263
TEST_0079,179.56744
TEST_0080,165.89592
TEST_0081,131.12877
TEST_0082,90.67118
TEST_0083,100.0958
TEST_0084,56.274467
TEST_0085,170.01373
TEST_0086,119.88575
TEST_0087,16.356588
TEST_0088,140.54128
TEST_0089,41.887367
TEST_0090,37.383377
TEST_0091,34.188454
TEST_0092,22.411568
TEST_0093,188.92511
TEST_0094,4.811213
TEST_0095,9.217985
TEST_0096,233.61278
TEST_0097,134.11998
TEST_0098,179.03603
TEST_0099,160.40512
TEST_0100,11.417206
TEST_0101,93.388504
TEST_0102,179.5165
TEST_0103,160.71506
TEST_0104,64.44732
TEST_0105,157.71997
TEST_0106,34.781616
TEST_0107,19.31526
TEST_0108,180.67151
TEST_0109,28.085686
TEST_0110,106.95915
TEST_0111,175.14098
TEST_0112,44.653194
TEST_0113,142.53813
TEST_0114,53.64641
TEST_0115,75.941605
TEST_0116,73.61936
TEST_0117,61.52849
TEST_0118,13.470563
TEST_0119,5.4474444
TEST_0120,177.6116
TEST_0121,48.091232
TEST_0122,39.599876
TEST_0123,19.186554
TEST_0124,29.238468
TEST_0125,95.32721
TEST_0126,44.396507
TEST_0127,54.05067
TEST_0128,97.52862
TEST_0129,71.12546
TEST_0130,58.16571
TEST_0131,186.50455
TEST_0132,63.60203
TEST_0133,132.0919
TEST_0134,98.710495
TEST_0135,68.24404
TEST_0136,69.55608
TEST_0137,61.585087
TEST_0138,169.2486
TEST_0139,21.386742
TEST_0140,118.57994
TEST_0141,14.343586
TEST_0142,103.17563
TEST_0143,38.973274
TEST_0144,9.600151
TEST_0145,31.86349
TEST_0146,157.51352
TEST_0147,77.52563
TEST_0148,115.62402
TEST_0149,81.012054
TEST_0150,40.222244
TEST_0151,77.25901
TEST_0152,66.232605
TEST_0153,19.120684
TEST_0154,91.67444
TEST_0155,54.348606
TEST_0156,127.42917
TEST_0157,36.156822
TEST_0158,186.03604
TEST_0159,37.74779
TEST_0160,121.79376
TEST_0161,93.70497
TEST_0162,106.56626
TEST_0163,135.80081
TEST_0164,55.33943
TEST_0165,29.131628
TEST_0166,38.860886
TEST_0167,126.79754
TEST_0168,200.37119
TEST_0169,109.90451
TEST_0170,67.43561
TEST_0171,76.327576
TEST_0172,4.473099
TEST_0173,81.06819
TEST_0174,14.6260395
TEST_0175,45.866272
TEST_0176,7.234752
TEST_0177,58.57665
TEST_0178,165.69743
TEST_0179,171.58354
TEST_0180,43.280277
TEST_0181,79.641785
TEST_0182,65.335236
TEST_0183,109.197044
TEST_0184,118.11977
TEST_0185,79.07456
TEST_0186,10.14835
TEST_0187,48.26657
TEST_0188,151.8588
TEST_0189,5.8819857
TEST_0190,38.65483
TEST_0191,5.545589
TEST_0192,162.22133
TEST_0193,40.173702
TEST_0194,166.48482
TEST_0195,99.016525
TEST_0196,4.9881244
TEST_0197,204.22972
TEST_0198,3.2267134
TEST_0199,7.5338516
TEST_0200,8.798422
TEST_0201,126.73802
TEST_0202,21.24495
TEST_0203,38.696693
TEST_0204,94.057945
TEST_0205,85.05978
TEST_0206,144.86458
TEST_0207,78.54699
TEST_0208,14.178453
TEST_0209,62.07608
TEST_0210,58.16141
TEST_0211,183.95407
TEST_0212,155.93442
TEST_0213,15.845122
TEST_0214,47.69867
TEST_0215,57.30931
TEST_0216,83.693756
TEST_0217,134.52502
TEST_0218,39.728996
TEST_0219,92.061615
TEST_0220,163.03375
TEST_0221,60.58691
TEST_0222,129.07632
TEST_0223,186.61282
TEST_0224,74.055885
TEST_0225,30.998178
TEST_0226,63.391193
TEST_0227,134.25069
TEST_0228,53.410416
TEST_0229,4.9969115
TEST_0230,56.034374
TEST_0231,52.05166
TEST_0232,61.638344
TEST_0233,74.41897
TEST_0234,12.135344
TEST_0235,47.207554
TEST_0236,124.41135
TEST_0237,18.381104
TEST_0238,142.7296
TEST_0239,18.598972
