ID,Calories_Burned
TEST_0000,168.64702
TEST_0001,185.79845
TEST_0002,49.21039
TEST_0003,156.20505
TEST_0004,216.16579
TEST_0005,168.66826
TEST_0006,89.57891
TEST_0007,41.719322
TEST_0008,78.03357
TEST_0009,56.393234
TEST_0010,122.17501
TEST_0011,50.187096
TEST_0012,16.255657
TEST_0013,172.69205
TEST_0014,210.6715
TEST_0015,12.4156475
TEST_0016,96.6191
TEST_0017,130.37973
TEST_0018,156.10048
TEST_0019,6.263031
TEST_0020,48.43572
TEST_0021,87.017494
TEST_0022,27.602692
TEST_0023,82.38857
TEST_0024,19.478924
TEST_0025,125.51353
TEST_0026,94.83929
TEST_0027,183.75705
TEST_0028,117.86481
TEST_0029,99.939735
TEST_0030,24.577938
TEST_0031,221.3386
TEST_0032,53.04448
TEST_0033,45.951973
TEST_0034,133.00836
TEST_0035,113.55986
TEST_0036,38.207848
TEST_0037,126.494255
TEST_0038,10.3647995
TEST_0039,124.31376
TEST_0040,190.1903
TEST_0041,161.95215
TEST_0042,142.30476
TEST_0043,56.67286
TEST_0044,63.765495
TEST_0045,50.031868
TEST_0046,74.50153
TEST_0047,187.58633
TEST_0048,134.85585
TEST_0049,122.06013
TEST_0050,9.763143
TEST_0051,106.912636
TEST_0052,153.59012
TEST_0053,94.07611
TEST_0054,61.79092
TEST_0055,88.59635
TEST_0056,162.31609
TEST_0057,15.692803
TEST_0058,29.044876
TEST_0059,100.00282
TEST_0060,38.18985
TEST_0061,106.546425
TEST_0062,89.29286
TEST_0063,46.894997
TEST_0064,34.99039
TEST_0065,130.74718
TEST_0066,213.91103
TEST_0067,121.08517
TEST_0068,102.08657
TEST_0069,41.155518
TEST_0070,122.65448
TEST_0071,26.47602
TEST_0072,9.352769
TEST_0073,143.99669
TEST_0074,30.162975
TEST_0075,90.769356
TEST_0076,61.189415
TEST_0077,58.84484
TEST_0078,44.929966
TEST_0079,173.4647
TEST_0080,169.19832
TEST_0081,136.22357
TEST_0082,90.382164
TEST_0083,98.94547
TEST_0084,50.701027
TEST_0085,171.08203
TEST_0086,123.49564
TEST_0087,16.20615
TEST_0088,146.06769
TEST_0089,41.399673
TEST_0090,39.077324
TEST_0091,37.542175
TEST_0092,23.607231
TEST_0093,184.07909
TEST_0094,5.18626
TEST_0095,8.8172865
TEST_0096,229.5441
TEST_0097,129.1312
TEST_0098,184.24359
TEST_0099,171.76735
TEST_0100,12.554273
TEST_0101,94.35302
TEST_0102,171.14229
TEST_0103,160.97044
TEST_0104,60.149803
TEST_0105,166.19644
TEST_0106,35.627514
TEST_0107,19.601114
TEST_0108,178.85614
TEST_0109,27.472116
TEST_0110,110.57861
TEST_0111,178.83421
TEST_0112,40.825096
TEST_0113,144.66219
TEST_0114,50.344246
TEST_0115,78.68376
TEST_0116,78.23054
TEST_0117,59.65024
TEST_0118,14.0472145
TEST_0119,7.283989
TEST_0120,173.09865
TEST_0121,48.020477
TEST_0122,39.900772
TEST_0123,17.418097
TEST_0124,32.425667
TEST_0125,98.995476
TEST_0126,45.274456
TEST_0127,48.507957
TEST_0128,103.66478
TEST_0129,75.77826
TEST_0130,51.43529
TEST_0131,183.2834
TEST_0132,69.709175
TEST_0133,137.56212
TEST_0134,104.921745
TEST_0135,68.72464
TEST_0136,66.65433
TEST_0137,61.80084
TEST_0138,164.29758
TEST_0139,20.744907
TEST_0140,119.65776
TEST_0141,16.251558
TEST_0142,107.289955
TEST_0143,35.23487
TEST_0144,11.346888
TEST_0145,32.375973
TEST_0146,161.82904
TEST_0147,76.85134
TEST_0148,120.66069
TEST_0149,81.71577
TEST_0150,38.60975
