ID,Calories_Burned
TEST_0000,174.07892
TEST_0001,191.8793
TEST_0002,53.19227
TEST_0003,160.84457
TEST_0004,224.42569
TEST_0005,179.9632
TEST_0006,97.63029
TEST_0007,44.203346
TEST_0008,78.19385
TEST_0009,59.365166
TEST_0010,123.08853
TEST_0011,55.024975
TEST_0012,13.809765
TEST_0013,176.28918
TEST_0014,228.78784
TEST_0015,13.682805
TEST_0016,97.810074
TEST_0017,129.40445
TEST_0018,157.87132
TEST_0019,7.1986437
TEST_0020,50.505016
TEST_0021,88.11547
TEST_0022,25.22325
TEST_0023,86.82856
TEST_0024,19.987377
TEST_0025,128.64143
TEST_0026,104.404976
TEST_0027,188.22882
TEST_0028,122.020515
TEST_0029,100.746315
TEST_0030,25.205763
TEST_0031,240.6883
TEST_0032,54.43949
TEST_0033,47.724236
TEST_0034,134.10278
TEST_0035,113.877655
TEST_0036,38.713802
TEST_0037,128.71396
TEST_0038,11.03182
TEST_0039,129.52129
TEST_0040,201.76062
TEST_0041,167.97162
TEST_0042,145.45546
TEST_0043,59.96477
TEST_0044,68.869644
TEST_0045,52.798832
TEST_0046,77.962616
TEST_0047,195.76878
TEST_0048,141.99933
TEST_0049,124.27537
TEST_0050,10.441061
TEST_0051,113.167305
TEST_0052,159.03337
TEST_0053,92.015625
TEST_0054,68.98349
TEST_0055,86.07668
TEST_0056,160.04039
TEST_0057,18.410349
TEST_0058,30.309132
TEST_0059,96.543304
TEST_0060,38.82879
TEST_0061,110.425415
TEST_0062,89.979225
TEST_0063,51.00992
TEST_0064,34.510765
TEST_0065,136.12485
TEST_0066,229.85681
TEST_0067,125.18692
TEST_0068,103.18365
TEST_0069,45.08157
TEST_0070,125.687706
TEST_0071,26.038527
TEST_0072,9.417262
TEST_0073,151.72768
TEST_0074,31.60821
TEST_0075,90.6958
TEST_0076,64.42486
TEST_0077,65.27751
TEST_0078,45.297653
TEST_0079,187.36987
TEST_0080,174.45052
TEST_0081,137.90329
TEST_0082,90.89062
TEST_0083,101.18544
TEST_0084,56.291218
TEST_0085,177.75375
TEST_0086,124.61238
TEST_0087,17.20158
TEST_0088,145.13528
TEST_0089,41.907444
TEST_0090,41.473125
TEST_0091,36.701538
TEST_0092,24.521263
TEST_0093,194.9494
TEST_0094,4.928888
TEST_0095,10.296129
TEST_0096,239.8888
TEST_0097,139.05981
TEST_0098,187.30394
TEST_0099,174.68373
TEST_0100,13.036481
TEST_0101,100.75096
TEST_0102,186.77962
TEST_0103,167.11882
TEST_0104,64.83226
TEST_0105,167.56123
TEST_0106,36.4128
TEST_0107,20.54517
TEST_0108,188.34947
TEST_0109,29.531612
TEST_0110,111.734024
TEST_0111,185.89578
TEST_0112,47.393074
TEST_0113,147.74825
TEST_0114,55.93146
TEST_0115,81.028305
TEST_0116,79.277916
TEST_0117,64.907524
TEST_0118,14.32501
TEST_0119,6.876919
TEST_0120,187.22916
TEST_0121,49.02969
TEST_0122,43.358067
TEST_0123,19.931625
TEST_0124,32.44606
TEST_0125,100.912605
TEST_0126,46.890156
TEST_0127,54.534107
TEST_0128,102.766136
TEST_0129,77.84189
TEST_0130,60.25233
TEST_0131,196.05457
TEST_0132,70.08209
TEST_0133,134.52739
TEST_0134,105.08313
TEST_0135,72.22036
TEST_0136,72.25639
TEST_0137,65.353195
TEST_0138,177.80605
TEST_0139,21.95273
TEST_0140,121.499
TEST_0141,16.675121
TEST_0142,112.21242
TEST_0143,42.45085
TEST_0144,11.459282
TEST_0145,32.26458
TEST_0146,165.77588
TEST_0147,83.0677
TEST_0148,121.08288
TEST_0149,85.09318
TEST_0150,41.88904
TEST_0151,81.512146
TEST_0152,69.408134
TEST_0153,19.411978
TEST_0154,92.73366
TEST_0155,54.902287
TEST_0156,130.64366
TEST_0157,40.02207
TEST_0158,199.34425
TEST_0159,40.041428
TEST_0160,129.9051
TEST_0161,102.27618
TEST_0162,116.26283
TEST_0163,137.6242
TEST_0164,57.195602
TEST_0165,32.57434
TEST_0166,41.75909
TEST_0167,134.07545
TEST_0168,199.80072
TEST_0169,109.74725
TEST_0170,74.2372
TEST_0171,76.18884
TEST_0172,5.599086
TEST_0173,84.477135
TEST_0174,15.126086
TEST_0175,47.767685
TEST_0176,5.193228
TEST_0177,60.91546
TEST_0178,177.93309
TEST_0179,180.16473
TEST_0180,45.97557
TEST_0181,82.58858
TEST_0182,68.34634
TEST_0183,116.54982
TEST_0184,127.20546
TEST_0185,83.83299
TEST_0186,11.972706
TEST_0187,48.062553
TEST_0188,158.29707
TEST_0189,6.1041384
TEST_0190,41.49554
TEST_0191,6.7954035
TEST_0192,158.81833
TEST_0193,42.25954
TEST_0194,175.28836
TEST_0195,103.45104
TEST_0196,6.8249817
TEST_0197,213.85475
TEST_0198,4.261309
TEST_0199,9.288904
TEST_0200,9.427957
TEST_0201,129.40707
TEST_0202,22.06775
TEST_0203,41.821903
TEST_0204,99.729324
TEST_0205,90.59928
TEST_0206,148.50803
TEST_0207,83.904655
TEST_0208,14.827983
TEST_0209,65.7513
TEST_0210,61.72936
TEST_0211,194.25989
TEST_0212,164.21365
TEST_0213,16.410788
TEST_0214,51.05588
TEST_0215,62.77862
TEST_0216,85.731285
TEST_0217,140.5806
