ID,Calories_Burned
TEST_0000,177.58986
TEST_0001,189.83354
TEST_0002,52.02486
TEST_0003,147.41273
TEST_0004,218.0138
TEST_0005,191.3649
TEST_0006,90.613655
TEST_0007,45.685516
TEST_0008,80.14313
TEST_0009,58.71473
TEST_0010,128.71019
TEST_0011,45.534344
TEST_0012,9.38953
TEST_0013,152.46788
TEST_0014,200.45172
TEST_0015,15.2518015
TEST_0016,96.26859
TEST_0017,127.98581
TEST_0018,155.93271
TEST_0019,7.890517
TEST_0020,58.385426
TEST_0021,91.54232
TEST_0022,26.797985
TEST_0023,94.89974
TEST_0024,15.401066
TEST_0025,138.83679
TEST_0026,98.26614
TEST_0027,186.60707
TEST_0028,127.03629
TEST_0029,99.5557
TEST_0030,27.434328
TEST_0031,192.49934
TEST_0032,52.921085
TEST_0033,44.597267
TEST_0034,134.90561
TEST_0035,123.981606
TEST_0036,31.551281
TEST_0037,132.02036
TEST_0038,12.349004
TEST_0039,129.96329
TEST_0040,179.9548
TEST_0041,160.78415
TEST_0042,140.26152
TEST_0043,55.16256
TEST_0044,69.89831
TEST_0045,55.778725
TEST_0046,81.77779
TEST_0047,199.25273
TEST_0048,138.15898
TEST_0049,114.11682
TEST_0050,11.461758
TEST_0051,114.318596
TEST_0052,159.17569
TEST_0053,100.678375
TEST_0054,62.64425
TEST_0055,99.82442
TEST_0056,171.14682
TEST_0057,17.632904
TEST_0058,23.243443
TEST_0059,105.76192
TEST_0060,32.25552
TEST_0061,110.66271
TEST_0062,90.783325
TEST_0063,50.37487
TEST_0064,30.835112
TEST_0065,153.24492
TEST_0066,197.46468
TEST_0067,133.82167
TEST_0068,107.01686
TEST_0069,39.621315
TEST_0070,126.46475
TEST_0071,21.99872
TEST_0072,7.697266
TEST_0073,155.09866
TEST_0074,19.935806
TEST_0075,100.664474
TEST_0076,65.53182
TEST_0077,72.76658
TEST_0078,31.401754
TEST_0079,158.76149
TEST_0080,169.87733
TEST_0081,136.99042
TEST_0082,102.912865
TEST_0083,111.24595
TEST_0084,57.894936
TEST_0085,176.69765
TEST_0086,128.60977
TEST_0087,13.200267
TEST_0088,146.92549
TEST_0089,37.91669
TEST_0090,31.737898
TEST_0091,27.303726
TEST_0092,18.820314
TEST_0093,184.24118
TEST_0094,5.6158023
TEST_0095,7.219767
TEST_0096,204.1043
TEST_0097,114.975815
TEST_0098,180.28029
TEST_0099,176.26926
TEST_0100,6.3393073
TEST_0101,106.660416
TEST_0102,153.79921
TEST_0103,150.40602
TEST_0104,65.33789
TEST_0105,170.64563
TEST_0106,32.366055
TEST_0107,12.436863
TEST_0108,172.28836
TEST_0109,22.259298
TEST_0110,99.536224
TEST_0111,185.98624
TEST_0112,35.853157
TEST_0113,148.21106
TEST_0114,48.440994
TEST_0115,84.55535
TEST_0116,84.89682
TEST_0117,74.052055
TEST_0118,11.314659
TEST_0119,6.332292
TEST_0120,168.2134
TEST_0121,50.824352
TEST_0122,37.849255
TEST_0123,17.453869
TEST_0124,22.61337
TEST_0125,108.1048
TEST_0126,39.877804
TEST_0127,61.894444
TEST_0128,104.18543
TEST_0129,75.78069
TEST_0130,61.300842
TEST_0131,173.62929
TEST_0132,66.750305
TEST_0133,146.437
TEST_0134,114.27829
TEST_0135,75.8575
TEST_0136,79.51424
TEST_0137,66.08116
TEST_0138,152.62817
TEST_0139,20.591059
TEST_0140,111.94528
TEST_0141,15.867823
TEST_0142,110.90227
TEST_0143,31.868147
TEST_0144,6.9753013
TEST_0145,24.277592
TEST_0146,157.5557
TEST_0147,96.14022
TEST_0148,122.823265
TEST_0149,78.04679
TEST_0150,48.7677
TEST_0151,82.55413
TEST_0152,73.37093
TEST_0153,14.685482
TEST_0154,101.324715
TEST_0155,57.396732
TEST_0156,142.27702
TEST_0157,27.303299
TEST_0158,194.81277
TEST_0159,41.932953
TEST_0160,141.6713
TEST_0161,106.038925
TEST_0162,114.00905
TEST_0163,147.01347
TEST_0164,63.928066
TEST_0165,23.62625
TEST_0166,37.03523
TEST_0167,106.68463
TEST_0168,202.99811
TEST_0169,110.479774
TEST_0170,72.598885
TEST_0171,80.27761
TEST_0172,3.8881114
TEST_0173,83.96199
TEST_0174,13.441475
TEST_0175,49.632477
TEST_0176,6.627574
TEST_0177,62.379696
TEST_0178,180.06172
TEST_0179,187.74742
TEST_0180,43.509975
TEST_0181,80.721344
TEST_0182,71.87702
TEST_0183,121.462776
TEST_0184,130.60873
TEST_0185,85.83784
TEST_0186,10.786254
TEST_0187,41.111664
TEST_0188,151.61755
TEST_0189,7.03638
TEST_0190,33.081955
TEST_0191,5.5994706
TEST_0192,164.51875
TEST_0193,41.95036
TEST_0194,181.24803
TEST_0195,96.748795
TEST_0196,6.159639
TEST_0197,183.2126
TEST_0198,5.5428658
TEST_0199,9.017333
TEST_0200,13.702666
TEST_0201,115.0363
TEST_0202,18.854788
TEST_0203,45.224533
TEST_0204,90.38516
TEST_0205,101.467865
TEST_0206,131.77911
TEST_0207,82.016495
TEST_0208,11.040322
TEST_0209,74.08988
TEST_0210,58.708317
TEST_0211,201.13951
TEST_0212,159.72348
TEST_0213,17.028852
TEST_0214,48.188747
TEST_0215,55.87147
TEST_0216,88.67027
TEST_0217,143.22418
TEST_0218,42.465054
TEST_0219,97.32599
TEST_0220,140.29578
TEST_0221,59.608475
TEST_0222,118.7524
TEST_0223,173.17906
TEST_0224,89.830536
TEST_0225,28.385345
TEST_0226,70.984886
TEST_0227,142.22166
TEST_0228,51.99397
TEST_0229,5.0664277
TEST_0230,59.801273
TEST_0231,62.54872
TEST_0232,62.21415
TEST_0233,79.48868
TEST_0234,15.03108
TEST_0235,45.226562
