ID,Calories_Burned
TEST_0000,167.06892
TEST_0001,188.69675
TEST_0002,43.49151
TEST_0003,142.56679
TEST_0004,218.12871
TEST_0005,179.37712
TEST_0006,88.22551
TEST_0007,34.919437
TEST_0008,73.331215
TEST_0009,59.521126
TEST_0010,126.27156
TEST_0011,48.84058
TEST_0012,8.074804
TEST_0013,170.7738
TEST_0014,215.04947
TEST_0015,14.444582
TEST_0016,87.498795
TEST_0017,128.18248
TEST_0018,155.23315
TEST_0019,6.9181447
TEST_0020,53.524475
TEST_0021,80.25712
TEST_0022,19.084433
TEST_0023,87.29865
TEST_0024,11.032278
TEST_0025,133.10869
TEST_0026,98.19996
TEST_0027,184.254
TEST_0028,119.55088
TEST_0029,99.94144
TEST_0030,23.480635
TEST_0031,208.94566
TEST_0032,49.410812
TEST_0033,37.133244
TEST_0034,131.0571
TEST_0035,117.44374
TEST_0036,35.39924
TEST_0037,123.406624
TEST_0038,6.3818746
TEST_0039,125.751816
TEST_0040,193.71683
TEST_0041,162.6991
TEST_0042,134.51746
TEST_0043,62.291218
TEST_0044,63.9904
TEST_0045,43.150265
TEST_0046,69.452324
TEST_0047,194.75966
TEST_0048,133.43979
TEST_0049,110.650406
TEST_0050,7.200114
TEST_0051,111.21614
TEST_0052,155.00186
TEST_0053,92.85032
TEST_0054,66.15607
TEST_0055,89.352715
TEST_0056,162.50453
TEST_0057,10.682745
TEST_0058,20.050203
TEST_0059,97.43971
TEST_0060,28.893106
TEST_0061,106.17306
TEST_0062,87.58629
TEST_0063,42.927773
TEST_0064,29.58702
TEST_0065,137.29555
TEST_0066,214.50552
TEST_0067,129.3881
TEST_0068,100.425125
TEST_0069,41.59742
TEST_0070,120.273254
TEST_0071,18.50212
TEST_0072,7.3145247
TEST_0073,150.7828
TEST_0074,20.32255
TEST_0075,87.56183
TEST_0076,60.245872
TEST_0077,66.30188
TEST_0078,30.989101
TEST_0079,167.29048
TEST_0080,168.98259
TEST_0081,133.87335
TEST_0082,87.0493
TEST_0083,103.31132
TEST_0084,47.776276
TEST_0085,173.2265
TEST_0086,125.07453
TEST_0087,16.689604
TEST_0088,140.24568
TEST_0089,35.97045
TEST_0090,37.1961
TEST_0091,37.840645
TEST_0092,14.27536
TEST_0093,185.92677
TEST_0094,7.0118356
TEST_0095,12.304766
TEST_0096,216.2995
TEST_0097,128.04657
TEST_0098,176.67313
TEST_0099,171.98572
TEST_0100,16.330885
TEST_0101,102.62274
TEST_0102,162.01065
TEST_0103,152.59476
TEST_0104,56.11913
TEST_0105,161.38046
TEST_0106,27.911394
TEST_0107,10.130564
TEST_0108,176.98935
TEST_0109,26.837185
TEST_0110,98.41893
TEST_0111,184.2006
TEST_0112,35.495583
TEST_0113,139.9082
TEST_0114,42.252808
TEST_0115,80.0008
TEST_0116,78.56835
TEST_0117,64.19032
TEST_0118,12.789436
TEST_0119,9.615644
TEST_0120,181.34988
TEST_0121,44.745518
TEST_0122,33.987057
TEST_0123,11.61702
TEST_0124,27.415035
TEST_0125,102.47466
TEST_0126,46.30986
TEST_0127,51.594254
TEST_0128,100.698616
TEST_0129,77.688286
TEST_0130,58.89489
TEST_0131,183.78036
TEST_0132,66.78841
TEST_0133,133.71802
TEST_0134,102.85822
TEST_0135,71.25293
TEST_0136,72.896225
TEST_0137,63.770744
TEST_0138,157.63931
TEST_0139,18.09883
TEST_0140,115.37605
TEST_0141,12.183533
TEST_0142,110.177315
TEST_0143,32.950443
TEST_0144,12.057238
TEST_0145,25.396456
TEST_0146,158.168
TEST_0147,86.28586
TEST_0148,117.299736
TEST_0149,66.75514
TEST_0150,38.615963
TEST_0151,74.463104
TEST_0152,71.36248
TEST_0153,19.14159
TEST_0154,88.959526
TEST_0155,42.381416
TEST_0156,135.40584
TEST_0157,25.130754
TEST_0158,192.7573
TEST_0159,29.402775
TEST_0160,128.46883
TEST_0161,103.40229
TEST_0162,114.48028
TEST_0163,139.04367
TEST_0164,48.8142
TEST_0165,27.610788
TEST_0166,41.823154
TEST_0167,121.71895
TEST_0168,200.99579
TEST_0169,98.796
TEST_0170,78.082924
TEST_0171,72.012024
TEST_0172,10.922041
TEST_0173,75.70052
TEST_0174,14.246105
TEST_0175,44.079117
TEST_0176,6.159847
TEST_0177,48.006886
TEST_0178,172.13864
TEST_0179,182.39389
TEST_0180,39.12291
TEST_0181,72.301605
TEST_0182,66.546326
TEST_0183,113.56675
TEST_0184,127.775856
TEST_0185,83.10739
TEST_0186,12.195009
TEST_0187,36.45261
TEST_0188,150.17708
TEST_0189,6.3574934
TEST_0190,39.06982
TEST_0191,11.215277
TEST_0192,168.90321
TEST_0193,39.945507
TEST_0194,172.77112
TEST_0195,87.54331
TEST_0196,6.6927934
TEST_0197,196.18303
TEST_0198,6.868503
TEST_0199,7.2163196
TEST_0200,8.453283
TEST_0201,113.78604
TEST_0202,14.834719
TEST_0203,39.194332
TEST_0204,91.500435
TEST_0205,88.796234
TEST_0206,139.90994
TEST_0207,70.52789
TEST_0208,14.329817
TEST_0209,63.997192
TEST_0210,50.504784
TEST_0211,194.98723
TEST_0212,160.47302
TEST_0213,17.512835
TEST_0214,37.78407
TEST_0215,48.802933
TEST_0216,77.431496
TEST_0217,140.44943
TEST_0218,35.43906
TEST_0219,96.06739
TEST_0220,144.15471
TEST_0221,66.79379
TEST_0222,115.4348
TEST_0223,175.70177
TEST_0224,78.48705
TEST_0225,27.083658
TEST_0226,57.20605
TEST_0227,136.18816
TEST_0228,58.127155
TEST_0229,11.541399
TEST_0230,52.026123
TEST_0231,53.634876
TEST_0232,56.61296
TEST_0233,78.217606
TEST_0234,8.884178
TEST_0235,47.995773
TEST_0236,129.72862
TEST_0237,11.753176
TEST_0238,141.5785
TEST_0239,12.039129
TEST_0240,11.700207
TEST_0241,200.10962
TEST_0242,91.58813
TEST_0243,8.925068
TEST_0244,27.702353
TEST_0245,61.677082
TEST_0246,47.04044
TEST_0247,103.51247
TEST_0248,30.67574
TEST_0249,21.225157
TEST_0250,51.460865
TEST_0251,90.875336
TEST_0252,34.714127
TEST_0253,105.87863
TEST_0254,96.3463
TEST_0255,35.134666
TEST_0256,7.3428617
TEST_0257,100.052864
TEST_0258,134.28088
TEST_0259,17.22746
TEST_0260,11.73077
TEST_0261,69.904594
TEST_0262,47.026005
TEST_0263,9.993744
TEST_0264,21.59626
TEST_0265,12.1703
TEST_0266,46.5187
TEST_0267,18.152922
TEST_0268,54.01202
TEST_0269,179.81537
TEST_0270,95.81607
TEST_0271,133.8199
TEST_0272,18.30088
TEST_0273,144.43607
TEST_0274,16.574793
TEST_0275,53.36559
TEST_0276,81.32021
TEST_0277,149.14728
TEST_0278,7.3119507
TEST_0279,51.770348
TEST_0280,177.17838
TEST_0281,106.40395
TEST_0282,31.418447
TEST_0283,13.855532
TEST_0284,170.8272
TEST_0285,43.28454
TEST_0286,35.948532
TEST_0287,50.09377
TEST_0288,90.21697
TEST_0289,50.517918
TEST_0290,162.04482
TEST_0291,37.350792
TEST_0292,71.02165
TEST_0293,37.34933
TEST_0294,107.95153
TEST_0295,25.48035
