id,count
0,83.67874
1,203.61249
2,72.58295
4,90.06236
5,111.05136
10,122.02213
11,137.7769
12,183.62125
15,61.87267
17,38.18167
18,202.17302
23,193.56769
25,151.1624
26,67.22195
31,186.85016
39,164.01057
40,46.524315
41,139.2668
42,
43,164.38744
51,193.87033
52,59.99753
54,77.22573
60,151.29938
61,168.54956
62,137.22105
63,41.64115
65,128.0172
66,115.60536
68,164.94096
71,44.1561
80,74.77024
82,
94,166.84645
98,189.32431
101,72.10133
102,159.68051
107,111.05974
112,194.60388
113,68.71896
115,
116,148.94023
120,85.82377
121,72.31153
122,204.00069
132,165.89937
143,52.707386
147,
150,57.804623
151,55.019947
152,190.1016
153,76.13381
155,69.992676
156,118.32244
159,178.46481
161,82.82667
163,73.01079
177,161.28183
186,75.68971
188,62.896633
190,76.68955
191,87.99995
192,162.18172
195,194.39708
200,173.1853
209,193.25482
210,60.834427
211,203.70094
214,167.31076
215,74.8795
218,134.86351
219,37.23028
222,94.552795
225,55.23538
228,206.71648
236,189.02473
241,73.810585
242,167.34544
243,201.21648
245,65.91368
247,201.49683
251,172.77698
252,79.76943
253,53.12106
254,71.46132
258,191.75145
260,
261,160.26866
265,57.92587
266,190.87642
267,180.63594
269,157.55836
270,
275,133.18341
278,70.10832
279,43.29174
286,98.64958
287,59.35351
288,191.57527
289,172.16002
293,76.64394
294,163.48325
297,
302,98.41431
303,63.11082
304,116.92553
307,125.5728
309,55.89827
311,182.28252
312,137.64323
314,186.13582
315,195.49754
319,183.42857
322,143.89188
323,
325,165.96063
327,193.69121
330,54.78326
332,182.41742
333,72.83572
338,141.46686
341,72.947334
345,143.36993
348,157.65074
349,83.66739
350,115.02855
352,
355,44.34541
356,
358,
363,160.143
369,173.25308
371,59.957417
372,175.28487
375,201.20816
380,167.80255
388,73.35836
391,
392,170.80446
393,196.66237
394,81.87523
396,55.948772
401,56.74069
407,39.9078
409,71.26464
410,121.421135
416,112.0149
418,114.37285
420,173.96027
421,184.19476
422,174.16536
424,204.03595
428,176.07463
429,187.91653
431,162.53673
435,18.83537
439,104.2658
441,48.61912
447,63.35319
449,175.1647
451,182.92958
452,73.47296
454,164.39319
458,185.43932
463,159.85545
467,62.771606
470,131.89577
471,146.0739
474,192.88933
478,80.89605
483,98.50809
484,145.64857
485,68.939224
486,153.28596
491,114.213524
494,93.16872
495,177.8654
497,173.61082
499,189.58838
515,130.10985
518,178.34654
521,95.24542
525,
529,183.48062
532,157.24818
534,55.64226
540,66.23013
544,204.18155
547,171.48962
549,79.389435
563,49.295376
564,181.2122
567,102.208015
572,143.09657
577,160.18404
578,201.74135
585,190.30853
588,178.91606
589,155.23335
590,125.58593
592,72.157715
594,133.58049
596,67.01379
598,187.05692
599,164.2649
605,77.937706
606,144.94583
607,181.40489
608,185.29256
609,
610,184.70514
611,96.6488
614,
615,167.62827
616,184.74535
617,146.16313
618,174.57013
624,105.87268
629,168.30684
631,82.17024
633,81.71585
637,69.30509
638,134.24022
643,
644,170.4273
645,57.684322
646,166.50623
648,156.55203
650,71.81723
651,92.80839
652,207.58759
656,158.39926
657,83.48535
659,68.07063
660,155.4958
662,133.3746
665,193.16713
675,
681,162.13167
682,170.43433
685,63.433304
