id,count
0,79.99225
1,196.68689
2,63.098488
4,86.85691
5,100.43756
10,115.54723
11,131.87701
12,179.25513
15,59.9895
17,28.438295
18,193.35963
23,183.43665
25,145.85623
26,63.90611
31,178.40456
39,158.657
40,44.56903
41,126.526825
42,
43,155.36337
51,185.84575
52,57.19361
54,73.07145
60,143.7379
61,161.54242
62,130.14056
63,39.662193
65,121.40406
66,109.54827
68,158.78757
71,41.331425
80,71.8956
82,
94,158.83505
98,181.55473
101,70.72157
102,152.376
107,98.13246
112,188.35603
113,66.537025
115,
116,140.99445
120,79.69264
121,69.51776
122,195.91818
132,158.84892
143,42.551437
147,
150,57.088978
151,52.793465
152,182.11432
153,70.74367
155,68.47349
156,105.59223
159,169.29468
161,76.803635
163,67.525085
177,153.13327
186,72.19272
188,58.560818
190,71.87065
191,84.79227
192,157.33867
195,188.03726
200,166.09412
209,185.55582
210,58.74069
211,196.97899
214,161.46545
215,71.85837
218,130.0694
219,35.64595
222,88.66201
225,52.89894
228,197.03941
236,180.26688
241,68.28619
242,160.53601
243,191.54875
245,61.21227
247,192.81348
251,165.49991
252,74.252174
253,52.01206
254,69.02077
258,184.05841
260,
261,154.21559
265,53.061733
266,182.66493
267,175.23491
269,149.44955
270,
275,127.84231
278,65.611115
279,41.696636
286,92.35609
287,54.05254
288,182.86877
289,165.57925
293,71.4433
294,159.21635
297,
302,95.62351
303,62.415375
304,106.21545
307,119.532234
309,53.74121
311,174.19472
312,125.18858
314,178.7032
315,186.46085
319,175.6935
322,136.17995
323,
325,161.3391
327,185.0876
330,51.579792
332,172.9599
333,67.16797
338,135.64847
341,72.00041
345,130.67088
348,152.44823
349,77.85938
350,107.87281
352,
355,42.84487
356,
358,
363,152.09047
369,166.20438
371,59.440456
372,168.63562
375,192.22853
380,161.6924
388,67.94369
391,
392,164.68274
393,188.54143
394,78.49923
396,52.18521
401,54.4333
407,37.378056
409,65.50354
410,115.267586
416,109.02905
418,107.753075
420,165.38792
421,177.43239
422,166.49384
424,194.8648
428,170.9287
429,182.52249
431,157.23828
435,10.014127
439,97.3943
441,38.952995
447,59.71862
449,168.47588
451,176.75821
452,69.29361
454,161.24573
458,180.96924
463,152.91812
467,61.41256
470,118.880615
471,138.25868
474,184.94814
478,77.128494
483,94.82594
484,141.56685
485,64.069435
486,146.98918
491,110.37892
494,91.62796
495,172.49968
497,167.61908
499,183.09755
515,124.8378
518,171.71086
521,89.194664
525,
529,176.15274
532,149.3809
534,51.851017
540,60.845333
544,193.66643
547,162.15941
549,74.39158
563,47.530388
564,174.00166
567,98.39538
572,138.52097
577,154.76735
578,192.64795
585,183.94427
588,173.06361
589,150.5417
590,119.18703
592,69.481316
594,120.7501
596,63.968678
598,181.87207
599,155.72052
605,74.059494
606,137.51367
607,175.49792
608,177.24655
609,
610,177.2923
611,91.7924
614,
615,161.21509
616,178.09666
617,140.05154
618,169.01843
624,101.8961
629,161.11829
631,77.40742
633,79.028
637,65.92584
638,128.98796
643,
644,164.004
645,54.273384
646,161.09506
648,149.81734
650,66.865616
651,88.94376
652,199.87328
656,152.09724
657,80.08633
659,67.158516
660,151.84355
662,126.9881
665,185.83478
675,
681,154.72498
682,164.37729
685,57.874344
686,174.56175
689,61.187534
696,141.85843
703,170.49289
704,109.315544
705,151.31522
714,170.09517
717,67.35953
718,71.11995
720,70.281296
721,189.56151
723,176.55635
726,85.053314
728,159.67073
730,89.79574
731,69.25228
734,195.49034
737,47.041645
738,66.13393
745,179.55945
746,65.55937
749,167.04565
752,58.48752
753,74.701866
758,169.594
765,77.83623
766,176.504
768,54.936672
769,174.87798
774,158.31326
775,107.80323
781,
784,182.46562
794,87.8356
795,193.14204
796,57.81139
802,121.12188
803,93.52136
805,55.374294
806,189.71857
807,115.92797
809,50.59685
810,175.54771
812,81.19512
814,98.017845
818,174.20013
819,182.93521
825,-10.526934
836,88.108734
839,146.19397
847,189.4829
848,79.9164
851,157.113
852,149.86264
853,38.76322
857,161.47227
858,77.55316
859,175.05624
861,-0.6029656
867,128.99763
870,163.75343
871,186.99089
872,191.74974
874,196.50764
881,184.19026
886,146.51765
890,
895,153.58507
899,58.404743
900,182.06367
901,188.43242
902,175.09717
903,74.23829
913,193.41505
918,192.1704
923,154.3324
924,57.330566
926,51.467247
927,68.36154
930,161.94708
934,44.64128
937,163.35457
939,135.97916
941,81.47492
942,195.98294
946,179.32326
950,114.18125
953,71.53195
